name,lat_NS,long_EW,elevation,q,q_uncertainty,T_grad_mean,T_grad_uncertainty,T_grad_mean_cor,tc_mean,tc_uncertainty,total_depth_MD,geo_lithology,geo_stratigraphy,Region,Quality_Code
NOLANNW,36.1833,-104.67,1837.2,76.0,,63.1,,,1.2,,,,,,Ux.Mx.-------
NONE-1,43.3183,-119.7,1381.6,83.7,,40.0,,,2.1,,,,,,Ux.Mx.-------
NONE-2,43.31,-119.77,1429.6,83.7,,40.0,,,2.1,,,,,,Ux.Mx.-------
NONE-6,43.1017,-119.73,1384.6,46.0,,32.0,,,1.4,,,,,,Ux.Mx.-------
NORCO-1,47.3683,-120.3,651.3,58.0,,26.8,,,2.2,,,,,,Ux.Mx.-------
NORFOLK,36.9567,-76.27,-1.5,54.0,,32.1,,,1.7,,,,,,Ux.Mx.-------
NORTHGAT,40.9317,-106.28,2609.8,97.0,,27.0,,,3.5,,,,,,Ux.Mx.-------
NRTS 17,43.66,-112.87,1471.4,44.0,,58.1,,,1.3,,,,,,Ux.Mx.-------
NRTS 2,43.555,-112.72,1566.9,36.0,,23.5,,,1.5,,,,,,Ux.Mx.-------
NRTS 26,43.87,-112.66,1465.9,22.0,,15.0,,,1.5,,,,,,Ux.Mx.-------
NRTS 30,43.7683,-112.53,1461.2,52.0,,28.2,,,1.8,,,,,,Ux.Mx.-------
NRTS 32,43.745,-112.54,1471.7,31.0,,22.9,,,1.3,,,,,,Ux.Mx.-------
NRTS CG,43.4517,-112.95,1526.4,37.0,,25.0,,,1.5,,,,,,Ux.Mx.-------
NV-1,44.0983,-117.3,726.5,71.0,,68.8,,,1.0,,,,,,Ux.Mx.-------
NV-10,44.0783,-117.44,906.5,42.0,,34.6,,,1.3,,,,,,Ux.Mx.-------
NV-11,44.0417,-117.34,820.7,88.0,,70.0,,,1.3,,,,,,Ux.Mx.-------
NV-12,44.1433,-117.27,780.3,75.0,,65.3,,,1.1,,,,,,Ux.Mx.-------
NV-13,44.1167,-117.18,817.1,67.0,,62.5,,,1.0,,,,,,Ux.Mx.-------
NV-15,44.0283,-117.21,772.2,88.0,,74.8,,,1.1,,,,,,Ux.Mx.-------
NV-18,44.0033,-117.4,819.7,84.0,,78.8,,,1.0,,,,,,Ux.Mx.-------
NV-2,44.0967,-117.37,759.8,67.0,,53.6,,,1.3,,,,,,Ux.Mx.-------
NV-2,44.0967,-117.37,759.8,71.8,,51.3,,,1.4,,,,,,Ux.Mx.-------
NV-4,44.1983,-117.43,788.6,71.0,,69.2,,,1.0,,,,,,Ux.Mx.-------
NV-5,44.235,-117.44,917.8,63.0,,48.4,,,1.3,,,,,,Ux.Mx.-------
NV-54,40.0,-118.0,2224.0,42.0,,51.0,,,0.8,,,,,,Ux.Mx.-------
NV-6,44.2,-117.33,811.1,59.0,,51.4,,,1.1,,,,,,Ux.Mx.-------
NV-61-1,40.0,-118.0,2224.0,65.0,,39.0,,,1.7,,,,,,Ux.Mx.-------
NV-61-2,40.0,-118.0,2224.0,88.0,,53.0,,,1.7,,,,,,Ux.Mx.-------
NV-63-1,40.0,-118.0,2224.0,36.0,,43.0,,,0.8,,,,,,Ux.Mx.-------
NV-63-2,40.0,-118.0,2224.0,59.0,,71.0,,,0.8,,,,,,Ux.Mx.-------
NV-7,44.2233,-117.26,778.8,63.0,,54.9,,,1.1,,,,,,Ux.Mx.-------
NV-70-2,40.0,-118.0,2224.0,63.0,,76.0,,,0.8,,,,,,Ux.Mx.-------
NV-79-2,40.0,-118.0,2224.0,29.0,,35.0,,,0.8,,,,,,Ux.Mx.-------
NV-8,44.2533,-117.35,961.4,84.0,,65.0,,,1.3,,,,,,Ux.Mx.-------
NV-9,44.14,-117.47,848.3,71.0,,57.8,,,1.3,,,,,,Ux.Mx.-------
NW Exploration Co. #1 Ba,38.4633,-115.58,1445.2,92.7,,66.2,,,1.4,,,,,,Ux.Mx.-------
NWW,44.3333,-122.99,226.2,39.0,,24.7,,,1.6,,,,,,Ux.Mx.-------
NY 27,40.07,-117.92,1572.6,109.0,,75.0,,,1.5,,,,,,Ux.Mx.-------
NY 29,40.0567,-117.9,1723.2,54.0,,36.0,,,1.5,,,,,,Ux.Mx.-------
NY-01,38.695,-117.82,1750.5,71.3,,51.0,,,1.4,,,,,,Ux.Mx.-------
NY-02,38.4267,-117.26,1733.0,73.9,,52.8,,,1.4,,,,,,Ux.Mx.-------
NY-03,38.72,-117.71,1783.6,58.6,,41.9,,,1.4,,,,,,Ux.Mx.-------
NY-04,38.7783,-117.79,2117.2,63.7,,45.5,,,1.4,,,,,,Ux.Mx.-------
NY-05,38.8133,-117.66,1861.2,76.4,,54.6,,,1.4,,,,,,Ux.Mx.-------
NY-07,38.88,-117.82,2109.0,48.4,,34.6,,,1.4,,,,,,Ux.Mx.-------
NY-08,38.87,-117.76,1997.4,45.9,,32.8,,,1.4,,,,,,Ux.Mx.-------
NY-10,38.155,-116.09,1530.7,71.3,,51.0,,,1.4,,,,,,Ux.Mx.-------
NY-9,39.0583,-117.74,1973.7,41.5,,21.8,,,1.9,,,,,,Ux.Mx.-------
NYBAKKEN,47.9183,-117.46,623.2,86.0,,35.6,,,2.4,,,,,,Ux.Mx.-------
O NEILL,42.4367,-98.65,600.8,60.0,,50.0,,,1.2,,,,,,Ux.Mx.-------
O SEARLE,45.745,-121.12,651.3,56.0,,35.1,,,1.6,,,,,,Ux.Mx.-------
O-2,33.165,-110.83,938.1,74.0,,25.2,,,3.0,,,,,,Ux.Mx.-------
OAKR CW6,43.7467,-122.47,420.8,78.0,,42.3,,,1.8,,,,,,Ux.Mx.-------
OC AIRPT,38.31,-75.12,0.8,59.0,,38.6,,,1.5,,,,,,Ux.Mx.-------
OH-2Z,44.15,-122.54,346.0,55.89,,24.7,,,1.5,,,,,,Ux.Mx.-------
OHMW,35.685,-116.34,147.7,87.0,,34.9,,,2.5,,,,,,Ux.Mx.-------
OIL&GAS,41.1433,-114.98,1757.6,140.0,,56.0,,,2.5,,,,,,Ux.Mx.-------
OJO CAL1,36.3083,-106.05,1930.9,93.8,,67.0,,,1.4,,,,,,Ux.Mx.-------
OJO CAL2,36.3067,-106.05,1926.5,107.8,,77.0,,,1.4,,,,,,Ux.Mx.-------
OLD WOMN,34.545,-115.16,1280.9,80.0,,25.9,,,3.1,,,,,,Ux.Mx.-------
OM1,32.5733,-107.96,1578.3,123.3,,54.8,,,2.2,,,,,,Ux.Mx.-------
OM5,32.5383,-107.92,1509.0,105.1,,46.7,,,2.2,,,,,,Ux.Mx.-------
OM6,32.5117,-107.93,1486.4,71.8,,31.9,,,2.2,,,,,,Ux.Mx.-------
ORE-IDA,44.0317,-116.95,654.0,88.0,,62.0,,,1.4,,,,,,Ux.Mx.-------
ORE-IDA #1,44.0317,-116.95,654.0,82.0,,54.8,,,1.5,,,,,,Ux.Mx.-------
ORGAN,32.4,-106.65,1400.0,74.0,,30.6,,,2.4,,,,,,Ux.Mx.-------
ORGANN1,32.45,-106.6,1530.0,136.0,,36.7,,,3.7,,,,,,Ux.Mx.-------
ORGANN2,32.45,-106.6,1530.0,104.0,,35.8,,,2.9,,,,,,Ux.Mx.-------
OROGRAND,32.4,-106.12,1330.5,123.0,,42.8,,,3.0,,,,,,Ux.Mx.-------
ORTIZM,35.3333,-106.18,2434.5,72.0,,27.9,,,2.6,,,,,,Ux.Mx.-------
ORTIZMT2,35.3167,-106.17,2358.1,56.0,,18.2,,,3.1,,,,,,Ux.Mx.-------
ORTIZMT3,35.3,-106.17,2173.5,59.0,,22.0,,,2.7,,,,,,Ux.Mx.-------
OSBORNE,42.1733,-107.76,2208.9,42.0,,17.3,,,2.4,,,,,,Ux.Mx.-------
OSTRY,46.4683,-112.0,1371.4,98.0,,70.0,,,1.4,,,,,,Ux.Mx.-------
OTM-2,43.98,-117.23,715.2,67.2,,48.0,,,1.4,,,,,,Ux.Mx.-------
OW FM1,44.1867,-123.83,272.8,30.0,,18.7,,,1.6,,,,,,Ux.Mx.-------
OW M1,44.71,-123.03,76.9,42.0,,31.4,,,1.3,,,,,,Ux.Mx.-------
OXY-12,43.7567,-111.66,1665.0,67.0,,34.6,,,1.9,,,,,,Ux.Mx.-------
OXY-19,44.32,-111.45,1867.1,109.0,,65.5,,,1.9,,,,,,Ux.Mx.-------
OXY-20,44.435,-111.49,1950.5,42.0,,25.5,,,1.6,,,,,,Ux.Mx.-------
OXY-4,44.35,-112.02,1888.7,126.0,,67.3,,,1.9,,,,,,Ux.Mx.-------
OXY-FH10,38.89,-122.61,438.0,75.3,,60.0,,,1.3,,,,,,Ux.Mx.-------
OXY-FH14,38.8833,-122.72,857.5,117.2,,61.9,,,1.9,,,,,,Ux.Mx.-------
OXY-FH2,38.7583,-122.64,353.8,125.0,,78.3,,,1.6,,,,,,Ux.Mx.-------
OXY-FH9,38.88,-122.62,479.0,71.1,,56.4,,,1.2,,,,,,Ux.Mx.-------
OXY-FH9,38.88,-122.62,479.0,58.6,,25.5,,,2.3,,,,,,Ux.Mx.-------
OZARK,31.3783,-85.58,80.2,21.0,,10.4,,,2.0,,,,,,Ux.Mx.-------
P-01,40.2567,-118.34,1495.5,66.2,,47.3,,,1.4,,,,,,Ux.Mx.-------
P-02,40.19,-117.72,1327.2,73.9,,52.8,,,1.4,,,,,,Ux.Mx.-------
P-03,40.14,-117.68,1213.6,35.7,,25.5,,,1.4,,,,,,Ux.Mx.-------
P-04,40.28,-117.63,1588.8,56.1,,40.0,,,1.4,,,,,,Ux.Mx.-------
P-08,40.2883,-118.13,1908.1,55.3,,29.1,,,1.9,,,,,,Ux.Mx.-------
P-21,42.3433,-118.54,1292.1,59.0,,47.4,,,1.2,,,,,,Ux.Mx.-------
P-25,42.5533,-118.38,1245.0,50.0,,39.6,,,1.3,,,,,,Ux.Mx.-------
P-25,42.5533,-118.38,1245.0,75.0,,59.1,,,1.3,,,,,,Ux.Mx.-------
P-29,42.6983,-118.38,1497.5,84.0,,69.3,,,1.2,,,,,,Ux.Mx.-------
P-29,42.6983,-118.38,1497.5,63.0,,51.0,,,1.3,,,,,,Ux.Mx.-------
P-3,39.3717,-118.58,1219.2,66.9,,46.0,,,1.5,,,,,,Ux.Mx.-------
P-5,39.3717,-118.56,1220.4,62.8,,43.0,,,1.5,,,,,,Ux.Mx.-------
P-6,39.345,-118.61,1221.2,79.5,,53.0,,,1.5,,,,,,Ux.Mx.-------
P-6,39.345,-118.61,1221.2,100.4,,69.0,,,1.5,,,,,,Ux.Mx.-------
P-7,39.3317,-118.63,1231.0,104.6,,70.0,,,1.5,,,,,,Ux.Mx.-------
P-8,39.2983,-118.65,1196.2,29.3,,20.0,,,1.5,,,,,,Ux.Mx.-------
P-8,39.2983,-118.65,1196.2,92.0,,63.0,,,1.5,,,,,,Ux.Mx.-------
P91-4,38.5467,-112.57,2064.1,50.0,,20.0,,,2.5,,,,,,Ux.Mx.-------
PACKEY,35.6583,-106.14,2026.1,52.5,,37.5,,,1.4,,,,,,Ux.Mx.-------
PADBERG,45.44,-119.78,452.4,46.0,,28.0,,,1.6,,,,,,Ux.Mx.-------
PALEN MT,33.9133,-115.08,399.5,112.0,,26.9,,,4.2,,,,,,Ux.Mx.-------
PALMETTO,33.4983,-84.7,289.8,39.0,,14.6,,,2.7,,,,,,Ux.Mx.-------
PARA PAS,39.0,-107.07,3468.3,78.0,,26.4,,,3.0,,,,,,Ux.Mx.-------
PATTEN,45.6117,-122.13,376.4,80.0,,76.4,,,1.0,,,,,,Ux.Mx.-------
Paulson #1,37.8233,-96.96,420.6,63.4,,38.7,,,1.6,,,,,,Ux.Mx.-------
Paulson #111A,37.815,-96.95,428.1,56.0,,34.2,,,1.6,,,,,,Ux.Mx.-------
Paulson #128A,37.8133,-96.96,423.7,60.5,,37.2,,,1.6,,,,,,Ux.Mx.-------
PAY,34.2567,-111.28,1474.2,72.0,,22.0,,,3.3,,,,,,Ux.Mx.-------
PAYMSTR,33.195,-114.91,321.4,81.0,,29.5,,,2.7,,,,,,Ux.Mx.-------
PCK,35.405,-113.8,1193.9,84.0,,23.6,,,3.5,,,,,,Ux.Mx.-------
PDCH,35.8117,-120.4,523.6,85.0,,47.0,,,1.8,,,,,,Ux.Mx.-------
PDJC,35.7167,-120.21,538.0,75.0,,29.3,,,2.8,,,,,,Ux.Mx.-------
PDRH,35.625,-120.26,605.0,69.0,,32.7,,,2.0,,,,,,Ux.Mx.-------
PDSM,35.9733,-120.58,714.2,86.0,,26.9,,,3.2,,,,,,Ux.Mx.-------
PEA,70.72,-159.0,21.5,73.0,,40.1,,,1.8,,,,,,Ux.Mx.-------
PELTON 1,30.0017,-104.67,896.8,92.6,,42.1,,,2.2,,,,,,Ux.Mx.-------
PFLR,34.2,-119.14,17.5,55.0,,29.0,,,1.9,,,,,,Ux.Mx.-------
PHOEST1,33.5333,-112.33,325.1,128.0,,50.5,,,3.5,,,,,,Ux.Mx.-------
PICATTI,46.8167,-120.66,624.9,37.0,,25.2,,,1.5,,,,,,Ux.Mx.-------
PICKETT,44.3267,-109.31,2154.1,38.0,,23.3,,,1.6,,,,,,Ux.Mx.-------
PIETN,34.3167,-108.12,2326.4,65.0,,35.1,,,1.9,,,,,,Ux.Mx.-------
PILOTMT3,38.3167,-117.87,1872.4,79.0,,28.1,,,2.8,,,,,,Ux.Mx.-------
PINEVIEW,32.045,-88.27,121.5,36.0,,32.5,,,1.1,,,,,,Ux.Mx.-------
PINTO MT,33.9883,-115.69,514.2,41.0,,14.5,,,2.8,,,,,,Ux.Mx.-------
PINYON A,33.6133,-116.46,1307.3,54.0,,21.8,,,2.5,,,,,,Ux.Mx.-------
PINYON B,33.61,-116.45,1301.2,56.0,,22.7,,,2.5,,,,,,Ux.Mx.-------
PLEW,45.7333,-122.41,396.2,36.0,,22.5,,,1.6,,,,,,Ux.Mx.-------
PM-2,37.35,-116.57,1698.9,63.0,,47.9,,,1.4,,,,,,Ux.Mx.-------
PMH-2,39.79,-116.17,2098.1,52.1,,40.0,,,1.3,,,,,,Ux.Mx.-------
PNA,32.5567,-109.75,1378.2,107.0,,36.5,,,3.1,,,,,,Ux.Mx.-------
PNT,33.355,-110.96,1396.4,55.0,,19.2,,,2.9,,,,,,Ux.Mx.-------
POERSCH,39.5683,-96.92,405.6,60.3,,21.9,,,2.1,,,,,,Ux.Mx.-------
POISON,40.32,-106.25,3139.5,71.0,,28.8,,,2.5,,,,,,Ux.Mx.-------
PONDEROS,35.8167,-106.58,2489.8,107.0,,76.4,,,1.4,,,,,,Ux.Mx.-------
POPLAR6,39.53,-119.76,1347.7,124.5,,65.5,,,1.9,,,,,,Ux.Mx.-------
POWELL,43.835,-119.9,1486.1,67.0,,49.2,,,1.4,,,,,,Ux.Mx.-------
POWELL,43.835,-119.9,1486.1,105.0,,74.7,,,1.4,,,,,,Ux.Mx.-------
POWELL,34.68,-114.36,437.0,95.0,,28.4,,,3.4,,,,,,Ux.Mx.-------
PPK,34.68,-114.68,634.6,95.0,,28.4,,,3.4,,,,,,Ux.Mx.-------
PQ-4,34.1567,-113.18,753.6,68.0,,35.7,,,1.9,,,,,,Ux.Mx.-------
PQ-9,34.6417,-113.98,689.3,92.0,,39.9,,,2.4,,,,,,Ux.Mx.-------
PR-01,39.0533,-115.88,2231.3,58.6,,41.9,,,1.4,,,,,,Ux.Mx.-------
PRESCOTT,45.9383,-120.97,737.7,50.0,,31.4,,,1.6,,,,,,Ux.Mx.-------
PRISOR,32.9,-106.87,1394.2,124.0,,40.8,,,3.0,,,,,,Ux.Mx.-------
PROFAA-1,32.75,-105.4,2020.0,58.0,,23.5,,,2.4,,,,,,Ux.Mx.-------
PROFAA-2,32.75,-105.3,1985.0,85.0,,23.8,,,3.6,,,,,,Ux.Mx.-------
PROFAA-3,32.85,-105.2,1665.0,63.0,,19.4,,,3.3,,,,,,Ux.Mx.-------
PRS,34.4967,-112.47,1798.7,85.0,,33.1,,,2.7,,,,,,Ux.Mx.-------
PRSTUDCO,44.2683,-120.81,970.6,79.0,,68.0,,,1.2,,,,,,Ux.Mx.-------
PS-12,38.3683,-118.8,2093.0,48.4,,34.6,,,1.4,,,,,,Ux.Mx.-------
PS-13,38.375,-118.81,2062.0,101.4,,72.4,,,1.4,,,,,,Ux.Mx.-------
PS-B-9,45.6867,-120.13,215.6,114.0,,73.9,,,1.5,,,,,,Ux.Mx.-------
PTRSBRG1,36.83,-77.32,34.2,52.0,,18.9,,,2.8,,,,,,Ux.Mx.-------
PTRSBRG2,37.095,-77.59,80.7,57.0,,17.3,,,3.3,,,,,,Ux.Mx.-------
PTRSBRG3,37.7533,-77.55,79.7,59.0,,18.4,,,3.2,,,,,,Ux.Mx.-------
PUB-C,35.855,-106.16,1819.5,75.0,,40.3,,,1.9,,,,,,Ux.Mx.-------
PUB-D,35.87,-106.15,1729.2,71.0,,33.9,,,2.1,,,,,,Ux.Mx.-------
PUB-F,36.265,-106.07,1912.3,95.8,,68.4,,,1.4,,,,,,Ux.Mx.-------
PUEBLW,38.3,-104.77,1516.1,136.0,,30.4,,,4.5,,,,,,Ux.Mx.-------
PV1,39.7433,-119.57,1469.2,131.0,,65.5,,,2.0,,,,,,Ux.Mx.-------
PVHT-1,40.6833,-117.52,1508.4,42.5,,25.0,,,1.7,,,,,,Ux.Mx.-------
PVHT-2,40.83,-117.41,1484.6,134.3,,74.6,,,1.8,,,,,,Ux.Mx.-------
PVTG-2,40.8683,-117.38,1454.1,52.0,,26.0,,,2.0,,,,,,Ux.Mx.-------
PVTG-3,40.86,-117.4,1517.7,51.0,,30.0,,,1.7,,,,,,Ux.Mx.-------
PVTG-5,40.875,-117.34,1409.0,92.8,,54.6,,,1.7,,,,,,Ux.Mx.-------
Q01,55.4067,-130.48,659.2,122.0,,32.6,,,3.8,,,,,,Ux.Mx.-------
Q-1,40.625,-117.68,1387.7,94.0,,65.5,,,1.4,,,,,,Ux.Mx.-------
Q10,40.5633,-117.66,1425.6,79.2,,52.8,,,1.5,,,,,,Ux.Mx.-------
Q-10,40.5667,-117.66,1422.2,73.0,,42.5,,,1.7,,,,,,Ux.Mx.-------
Q11,40.5633,-117.71,1495.6,92.8,,61.9,,,1.5,,,,,,Ux.Mx.-------
Q-11,40.555,-117.68,1463.4,65.0,,37.1,,,1.8,,,,,,Ux.Mx.-------
Q12,40.54,-117.67,1470.9,71.0,,47.3,,,1.5,,,,,,Ux.Mx.-------
Q-12,40.5417,-117.67,1468.0,70.0,,44.5,,,1.6,,,,,,Ux.Mx.-------
Q13,40.54,-117.65,1441.5,57.3,,38.2,,,1.5,,,,,,Ux.Mx.-------
Q-13,40.54,-117.64,1437.2,74.0,,40.0,,,1.9,,,,,,Ux.Mx.-------
Q14,40.5367,-117.62,1451.8,38.2,,25.5,,,1.5,,,,,,Ux.Mx.-------
Q-14,40.5383,-117.62,1451.1,42.0,,22.4,,,1.9,,,,,,Ux.Mx.-------
Q-19,40.61,-117.69,1390.7,84.0,,56.2,,,1.5,,,,,,Ux.Mx.-------
Q2,40.5717,-117.65,1418.4,84.6,,56.4,,,1.5,,,,,,Ux.Mx.-------
Q-2,40.5733,-117.64,1427.8,85.0,,55.5,,,1.5,,,,,,Ux.Mx.-------
Q20,40.5767,-117.67,1414.3,68.3,,45.5,,,1.5,,,,,,Ux.Mx.-------
Q-20,40.5817,-117.67,1408.5,109.0,,57.5,,,1.9,,,,,,Ux.Mx.-------
Q21,40.5517,-117.65,1432.0,54.6,,36.4,,,1.5,,,,,,Ux.Mx.-------
Q-21,40.5533,-117.65,1430.3,66.0,,36.4,,,1.8,,,,,,Ux.Mx.-------
Q22,40.5517,-117.62,1452.9,38.2,,25.5,,,1.5,,,,,,Ux.Mx.-------
Q-22,40.5533,-117.62,1454.7,42.0,,27.0,,,1.6,,,,,,Ux.Mx.-------
Q-24,40.5167,-117.56,1589.1,75.0,,45.0,,,1.7,,,,,,Ux.Mx.-------
Q4,40.62,-117.67,1392.9,65.5,,43.7,,,1.5,,,,,,Ux.Mx.-------
Q-4,40.6267,-117.66,1405.7,46.0,,32.8,,,1.4,,,,,,Ux.Mx.-------
Q-4,40.6267,-117.66,1405.7,97.0,,57.1,,,1.7,,,,,,Ux.Mx.-------
Q-5,40.625,-117.64,1448.0,69.0,,40.8,,,1.7,,,,,,Ux.Mx.-------
Q-7,40.5883,-117.7,1405.3,53.0,,33.7,,,1.6,,,,,,Ux.Mx.-------
Q9,40.5683,-117.69,1444.4,38.2,,25.5,,,1.5,,,,,,Ux.Mx.-------
Q-9,40.57,-117.69,1440.2,62.0,,32.6,,,1.9,,,,,,Ux.Mx.-------
QH-11,40.5633,-117.71,1495.6,50.0,,42.0,,,1.2,,,,,,Ux.Mx.-------
QH-14,40.605,-117.73,1408.0,49.0,,29.6,,,1.6,,,,,,Ux.Mx.-------
QH2,40.625,-117.63,1490.9,87.4,,58.2,,,1.5,,,,,,Ux.Mx.-------
QH-2,40.6317,-117.63,1482.4,63.0,,55.2,,,1.2,,,,,,Ux.Mx.-------
QH-4,40.5433,-117.69,1505.6,57.0,,42.0,,,1.4,,,,,,Ux.Mx.-------
QH5,40.6433,-117.67,1395.8,51.9,,34.6,,,1.5,,,,,,Ux.Mx.-------
QH-5,40.6483,-117.67,1395.2,72.0,,44.0,,,1.6,,,,,,Ux.Mx.-------
QH-5,40.6483,-117.67,1395.2,59.0,,30.7,,,1.9,,,,,,Ux.Mx.-------
QH-6,40.6367,-117.7,1379.5,89.0,,51.4,,,1.7,,,,,,Ux.Mx.-------
QH7,40.5917,-117.69,1401.3,38.2,,25.5,,,1.5,,,,,,Ux.Mx.-------
QH-7,40.595,-117.69,1398.8,102.0,,71.9,,,1.5,,,,,,Ux.Mx.-------
QH8,40.5783,-117.62,1505.8,103.7,,69.2,,,1.5,,,,,,Ux.Mx.-------
QH-8,40.5817,-117.62,1514.8,96.0,,66.2,,,1.3,,,,,,Ux.Mx.-------
QH9,40.5617,-117.62,1468.4,84.6,,56.4,,,1.5,,,,,,Ux.Mx.-------
QH-9,40.565,-117.61,1503.7,93.0,,55.8,,,1.7,,,,,,Ux.Mx.-------
QJT,32.1267,-112.13,822.8,77.0,,26.6,,,2.9,,,,,,Ux.Mx.-------
QUESTA,36.7,-105.52,2825.7,59.0,,19.2,,,3.0,,,,,,Ux.Mx.-------
QZTW,33.6567,-114.33,402.5,95.0,,27.7,,,3.4,,,,,,Ux.Mx.-------
R COREY,48.685,-119.5,445.8,77.0,,24.5,,,3.2,,,,,,Ux.Mx.-------
R.M. ARS,39.85,-104.85,1592.0,92.0,,24.7,,,3.2,,,,,,Ux.Mx.-------
R-01,37.5483,-117.2,1529.5,71.3,,51.0,,,1.4,,,,,,Ux.Mx.-------
R-02,37.5433,-117.17,1481.2,107.0,,76.4,,,1.4,,,,,,Ux.Mx.-------
R-03,37.5583,-117.17,1521.0,86.6,,61.9,,,1.4,,,,,,Ux.Mx.-------
R-04,37.585,-117.14,1495.4,96.8,,69.2,,,1.4,,,,,,Ux.Mx.-------
R-06,37.5233,-117.15,1449.6,81.5,,58.2,,,1.4,,,,,,Ux.Mx.-------
R-08,37.5683,-117.21,1564.3,96.8,,69.2,,,1.4,,,,,,Ux.Mx.-------
R11,34.12,-107.08,1782.7,38.2,,21.1,,,1.8,,,,,,Ux.Mx.-------
R-167,40.04,-118.15,1316.1,40.8,,29.1,,,1.4,,,,,,Ux.Mx.-------
R-203,40.2933,-118.15,1987.8,48.4,,25.5,,,1.9,,,,,,Ux.Mx.-------
R-230,40.2917,-118.16,1973.6,86.5,,45.5,,,1.9,,,,,,Ux.Mx.-------
R4,34.05,-106.94,1537.7,33.6,,23.8,,,1.4,,,,,,Ux.Mx.-------
R5,34.0317,-106.94,1576.3,69.1,,39.5,,,1.8,,,,,,Ux.Mx.-------
R9,34.085,-107.0,1744.0,61.8,,37.7,,,1.6,,,,,,Ux.Mx.-------
RAJ-19,44.84,-120.46,569.0,70.0,,50.0,,,1.4,,,,,,Ux.Mx.-------
RAJ-20,44.8233,-120.56,665.3,85.5,,57.0,,,1.5,,,,,,Ux.Mx.-------
RAJ-23,44.8433,-120.48,563.4,67.5,,37.5,,,1.8,,,,,,Ux.Mx.-------
RAJ-257,44.8283,-120.49,542.6,70.6,,32.1,,,2.2,,,,,,Ux.Mx.-------
RAJ-AW3,44.8183,-120.48,565.9,96.8,,44.0,,,2.2,,,,,,Ux.Mx.-------
RAJ-M3,44.8683,-120.55,842.5,69.0,,46.0,,,1.5,,,,,,Ux.Mx.-------
RALSTON,38.5667,-116.93,2090.4,77.0,,25.6,,,3.0,,,,,,Ux.Mx.-------
RANDS-SUN-1,35.35,-117.49,792.1,63.0,,37.2,,,1.7,,,,,,Ux.Mx.-------
RANDS-SUN-2,35.35,-117.51,815.5,54.0,,31.6,,,1.7,,,,,,Ux.Mx.-------
RANDS-SUN-7,35.38,-117.51,902.7,105.0,,51.7,,,2.1,,,,,,Ux.Mx.-------
RASMUSSN,45.4133,-118.04,835.4,42.0,,34.0,,,1.2,,,,,,Ux.Mx.-------
RC S-36,40.89,-86.47,224.2,59.0,,14.3,,,4.1,,,,,,Ux.Mx.-------
RC S-46,40.9083,-86.46,225.4,59.0,,17.9,,,3.3,,,,,,Ux.Mx.-------
RD-1,41.3583,-118.81,1260.0,65.8,,47.0,,,1.4,,,,,,Ux.Mx.-------
RD-2,41.3567,-118.81,1258.7,26.6,,19.0,,,1.4,,,,,,Ux.Mx.-------
RD-3,41.3583,-118.79,1275.9,23.8,,17.0,,,1.4,,,,,,Ux.Mx.-------
RD-4,41.3567,-118.79,1278.8,30.8,,22.0,,,1.4,,,,,,Ux.Mx.-------
RD-6,41.3567,-118.81,1258.7,63.0,,45.0,,,1.4,,,,,,Ux.Mx.-------
RDFL-BO1,41.5617,-94.1,298.3,49.0,,13.4,,,3.7,,,,,,Ux.Mx.-------
RDFL-BR1,41.66,-94.16,311.0,49.0,,14.3,,,3.4,,,,,,Ux.Mx.-------
RDFL-PR1,41.6917,-94.17,305.2,49.0,,22.2,,,2.2,,,,,,Ux.Mx.-------
RDH,43.8133,-116.86,795.4,113.0,,63.2,,,1.8,,,,,,Ux.Mx.-------
RDH,44.2817,-114.83,2100.4,93.0,,31.9,,,2.9,,,,,,Ux.Mx.-------
RDH G-W,42.2367,-113.37,1413.0,113.0,,54.0,,,2.1,,,,,,Ux.Mx.-------
RDH-1,42.1967,-118.67,1479.4,92.0,,61.2,,,1.5,,,,,,Ux.Mx.-------
RDH-13,41.6083,-112.23,1466.4,88.0,,34.0,,,2.5,,,,,,Ux.Mx.-------
RDH-14,41.6033,-112.23,1491.2,84.0,,32.0,,,2.5,,,,,,Ux.Mx.-------
RDH-18,41.62,-112.24,1417.6,42.0,,20.0,,,2.1,,,,,,Ux.Mx.-------
RDH-18-1,46.5417,-111.64,1165.4,85.0,,72.0,,,1.2,,,,,,Ux.Mx.-------
RDH-20-2,46.5317,-111.62,1163.1,61.0,,52.6,,,1.1,,,,,,Ux.Mx.-------
RDH-22,41.6267,-112.25,1356.7,111.3,,53.0,,,2.1,,,,,,Ux.Mx.-------
RDH-23a,41.6217,-112.25,1401.7,67.2,,32.0,,,2.1,,,,,,Ux.Mx.-------
RDH-23b,41.615,-112.25,1453.9,27.3,,13.0,,,2.1,,,,,,Ux.Mx.-------
RDH-27,41.5967,-112.23,1478.0,92.0,,36.0,,,2.5,,,,,,Ux.Mx.-------
RDH-34,45.0367,-107.05,1254.6,55.0,,24.8,,,2.2,,,,,,Ux.Mx.-------
RDH-A,45.9583,-112.7,1693.6,82.0,,38.9,,,2.1,,,,,,Ux.Mx.-------
RDH-BHSW,44.7833,-122.04,750.5,109.0,,67.6,,,1.6,,,,,,Ux.Mx.-------
