"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no","lng","lat","formation","geological_group","member","stratscale","zone","zone_type","localsection","localbed","localbedunit","localorder","regionalsection","regionalbed","regionalbedunit","regionalorder","stratcomments","cc","state","county","latlng_basis","latlng_precision","altitude_value","altitude_unit","geogscale","geogcomments","cx_int_no"
"1464569","occ","","","204419","Tetragraptus bulmani","species","","recombined as","Kiaerograptus bulmani","species","394797","Lancefieldian","","484.3","474.9","70093","144.733337","-37.299999","Bryo Gully Siltstone","Romsey","","group of beds","Aorograptus victoriae","graptolite","Stauro Gully","560","m","bottom to top","","","","","La1.5","AU","Victoria","","based on political unit","minutes","","","outcrop","473 m up Stauro Gully from its confluence with Deep Creek","31"
"1464570","occ","","","204420","Dictyonema scitulum","species","394801","","Rhabdinopora flabelliformis parabola","subspecies","378240","Lancefieldian","","484.3","474.9","70093","144.733337","-37.291668","Stauro Gully Shale","Romsey","","group of beds","Anisograptus matanensis","graptolite","Bryo Gully","300","m","bottom to top","","","","","","AU","Victoria","","based on political unit","seconds","","","outcrop","473 m up Stauro Gully from its confluence with Deep Creek","31"
"1464571","occ","","","204420","? Dictyonema enigma","species","","recombined as","Rhabdinopora enigma","species","394803","Lancefieldian","","484.3","474.9","70093","144.733337","-37.291668","Stauro Gully Shale","Romsey","","group of beds","Anisograptus matanensis","graptolite","Bryo Gully","300","m","bottom to top","","","","","","AU","Victoria","","based on political unit","seconds","","","outcrop","473 m up Stauro Gully from its confluence with Deep Creek","31"
"1464572","occ","","","204420","Anisograptus delicatulus","species","","","Anisograptus delicatulus","species","421712","Lancefieldian","","484.3","474.9","70093","144.733337","-37.291668","Stauro Gully Shale","Romsey","","group of beds","Anisograptus matanensis","graptolite","Bryo Gully","300","m","bottom to top","","","","","","AU","Victoria","","based on political unit","seconds","","","outcrop","473 m up Stauro Gully from its confluence with Deep Creek","31"
"1464573","occ","","","204420","Anisograptus compactus","species","","","Anisograptus compactus","species","394805","Lancefieldian","","484.3","474.9","70093","144.733337","-37.291668","Stauro Gully Shale","Romsey","","group of beds","Anisograptus matanensis","graptolite","Bryo Gully","300","m","bottom to top","","","","","","AU","Victoria","","based on political unit","seconds","","","outcrop","473 m up Stauro Gully from its confluence with Deep Creek","31"
"1464574","occ","","","204421","Adelograptus victoriae","species","378101","recombined as","Aorograptus victoriae","species","378100","Lancefieldian","","484.3","474.9","70093","144.733337","-37.299999","Bryo Gully Siltstone","Romsey","","group of beds","Aorograptus victoriae","graptolite","Bryo Gully","520","m","bottom to top","","","","","","AU","Victoria","","based on political unit","minutes","","","outcrop","473 m up Stauro Gully from its confluence with Deep Creek","31"
"1464575","occ","","","204421","? Adelograptus sp.","genus","","","Adelograptus","genus","33537","Lancefieldian","","484.3","474.9","70093","144.733337","-37.299999","Bryo Gully Siltstone","Romsey","","group of beds","Aorograptus victoriae","graptolite","Bryo Gully","520","m","bottom to top","","","","","","AU","Victoria","","based on political unit","minutes","","","outcrop","473 m up Stauro Gully from its confluence with Deep Creek","31"
"1464576","occ","","","204421","Clonograptus <sp. 4>","genus","","","Clonograptus","genus","33548","Lancefieldian","","484.3","474.9","70093","144.733337","-37.299999","Bryo Gully Siltstone","Romsey","","group of beds","Aorograptus victoriae","graptolite","Bryo Gully","520","m","bottom to top","","","","","","AU","Victoria","","based on political unit","minutes","","","outcrop","473 m up Stauro Gully from its confluence with Deep Creek","31"
"1464577","occ","","","204421","Kiaerograptus antiquus","species","394806","recombined as","Adelograptus antiquus","species","84005","Lancefieldian","","484.3","474.9","70093","144.733337","-37.299999","Bryo Gully Siltstone","Romsey","","group of beds","Aorograptus victoriae","graptolite","Bryo Gully","520","m","bottom to top","","","","","","AU","Victoria","","based on political unit","minutes","","","outcrop","473 m up Stauro Gully from its confluence with Deep Creek","31"
"1464578","occ","","","204421","Temnograptus sp.","genus","","","Temnograptus","genus","33777","Lancefieldian","","484.3","474.9","70093","144.733337","-37.299999","Bryo Gully Siltstone","Romsey","","group of beds","Aorograptus victoriae","graptolite","Bryo Gully","520","m","bottom to top","","","","","","AU","Victoria","","based on political unit","minutes","","","outcrop","473 m up Stauro Gully from its confluence with Deep Creek","31"
"1464579","occ","","","204421","Tetragraptus bulmani","species","","recombined as","Kiaerograptus bulmani","species","394797","Lancefieldian","","484.3","474.9","70093","144.733337","-37.299999","Bryo Gully Siltstone","Romsey","","group of beds","Aorograptus victoriae","graptolite","Bryo Gully","520","m","bottom to top","","","","","","AU","Victoria","","based on political unit","minutes","","","outcrop","473 m up Stauro Gully from its confluence with Deep Creek","31"
"1464580","occ","","","204421","Tetragraptus decipiens","species","","","Tetragraptus decipiens","species","378656","Lancefieldian","","484.3","474.9","70093","144.733337","-37.299999","Bryo Gully Siltstone","Romsey","","group of beds","Aorograptus victoriae","graptolite","Bryo Gully","520","m","bottom to top","","","","","","AU","Victoria","","based on political unit","minutes","","","outcrop","473 m up Stauro Gully from its confluence with Deep Creek","31"
"1464581","occ","","","204422","Rhabdinopora enigma","species","394804","","Rhabdinopora enigma","species","394803","Tremadoc","","486.4","477.1","70094","-58.146667","49.163891","Cooks Brook","Humber Arm","","group of beds","","graptolite","","","","","","","","","","CA","Newfoundland","","based on political unit","seconds","","","outcrop","",""
"1464582","occ","","","204422","Anisograptus compactus","species","","","Anisograptus compactus","species","394805","Tremadoc","","486.4","477.1","70094","-58.146667","49.163891","Cooks Brook","Humber Arm","","group of beds","","graptolite","","","","","","","","","","CA","Newfoundland","","based on political unit","seconds","","","outcrop","",""
"1464780","occ","","","204475","Rhabdinopora flabelliformis cf. socialis","subspecies","378257","","Rhabdinopora flabelliformis socialis","subspecies","378250","Pakerort","","486.85","483.8","70106","28.020000","59.410831","Kallavere","","Orasoja","bed","Cordylodus lindstromi","conodont","Orasoja","11","","bottom to top","","","","","","EE","","","stated in text","seconds","","","outcrop","http://geocollections.info/locality/13443","559"
"1464781","occ","","","204475","Rhabdinopora flabelliformis","species","378032","","Rhabdinopora flabelliformis","species","378029","Pakerort","","486.85","483.8","70106","28.020000","59.410831","Kallavere","","Orasoja","bed","Cordylodus lindstromi","conodont","Orasoja","11","","bottom to top","","","","","","EE","","","stated in text","seconds","","","outcrop","http://geocollections.info/locality/13443","559"
"1464787","occ","","","204476","Rhabdinopora flabelliformis cf. socialis","subspecies","378257","","Rhabdinopora flabelliformis socialis","subspecies","378250","Pakerort","","486.85","483.8","70106","28.020000","59.410831","Kallavere","","Orasoja","bed","Cordylodus lindstromi","conodont","Orasoja","11","","bottom to top","","","","","","EE","","","stated in text","seconds","","","outcrop","http://geocollections.info/locality/13443","559"
"1464788","occ","","","204476","Rhabdinopora flabelliformis","species","378032","","Rhabdinopora flabelliformis","species","378029","Pakerort","","486.85","483.8","70106","28.020000","59.410831","Kallavere","","Orasoja","bed","Cordylodus lindstromi","conodont","Orasoja","11","","bottom to top","","","","","","EE","","","stated in text","seconds","","","outcrop","http://geocollections.info/locality/13443","559"
"1464792","occ","","","204477","Rhabdinopora flabelliformis","species","378032","","Rhabdinopora flabelliformis","species","378029","Pakerort","","486.85","483.8","70106","28.020000","59.410831","Kallavere","","Orasoja","bed","Cordylodus lindstromi","conodont","Orasoja","14","","bottom to top","","","","","","EE","","","stated in text","seconds","","","outcrop","http://geocollections.info/locality/13443","559"
"1464793","occ","","","204477","Rhabdinopora multithecata","subspecies","394979","recombined as","Rhabdinopora flabelliformis multithecata","subspecies","394807","Pakerort","","486.85","483.8","70106","28.020000","59.410831","Kallavere","","Orasoja","bed","Cordylodus lindstromi","conodont","Orasoja","14","","bottom to top","","","","","","EE","","","stated in text","seconds","","","outcrop","http://geocollections.info/locality/13443","559"
"1464799","occ","","","204479","Rhabdinopora flabelliformis","species","378032","","Rhabdinopora flabelliformis","species","378029","Pakerort","","486.85","483.8","70106","28.020000","59.410831","Kallavere","","Orasoja","bed","Cordylodus angulatus","conodont","Orasoja","15","","bottom to top","","","","","","EE","","","stated in text","seconds","","","outcrop","http://geocollections.info/locality/13443","559"
"1464800","occ","","","204480","Adelograptus cf. tenellus","species","378376","","Adelograptus tenellus","species","378374","Varangu","","483.8","482.9","70106","28.020000","59.410831","Türisalu","","Toolse","bed","Paltodus deltifer pristinus","conodont","Orasoja","18","","bottom to top","","","","","","EE","","","stated in text","seconds","","","outcrop","http://geocollections.info/locality/13443","559"
"1467248","occ","","","204767","Mastigograptus simplex","genus","","species not entered","Mastigograptus","genus","33808","Katian","","452.8","445.2","70284","-75.256111","43.243057","Utica Shale","Trenton","Indian Castle","","","","","","","","","","","","","US","New York","Oneida","","seconds","","","","","1008"
"1467249","occ","","","204767","Mastigograptus tenuiramosus","species","395102","","Mastigograptus tenuiramosus","species","395101","Katian","","452.8","445.2","70284","-75.256111","43.243057","Utica Shale","Trenton","Indian Castle","","","","","","","","","","","","","US","New York","Oneida","","seconds","","","","","1008"
"1467250","occ","","","204767","Climacograptus typicalis","species","","","Climacograptus typicalis","species","378069","Katian","","452.8","445.2","70284","-75.256111","43.243057","Utica Shale","Trenton","Indian Castle","","","","","","","","","","","","","US","New York","Oneida","","seconds","","","","","1008"
"1467251","occ","","","204767","Geniculograptus pygmaeus","species","308663","","Geniculograptus pygmaeus","species","308662","Katian","","452.8","445.2","70284","-75.256111","43.243057","Utica Shale","Trenton","Indian Castle","","","","","","","","","","","","","US","New York","Oneida","","seconds","","","","","1008"
"1467252","occ","","","204767","Glossograptus quadrimucronatus","species","350624","recombined as","Orthograptus quadrimucronatus","species","350619","Katian","","452.8","445.2","70284","-75.256111","43.243057","Utica Shale","Trenton","Indian Castle","","","","","","","","","","","","","US","New York","Oneida","","seconds","","","","","1008"
"1470262","occ","","","204004","Clonograptus sp.","genus","","","Clonograptus","genus","33548","Early Ordovician","","486.85","471.3","14973","-117.878799","37.901966","Emigrant","","","","","","","","","","","","","","""Collectively, the evidence shows that Esmeraldacaris is early Ordovician in age; more work on the overall succession is needed to place it more precisely.""","US","Nevada","Esmeralda","estimated from map","6","6000","feet","outcrop","USNM loc. 42038. NE1⁄4 sec. 32 (unsurveyed), T. 1 N., R. 37. E, Silver Peak Range, Esmeralda County, Nevada (Rhyolite Ridge NW 7.5' quadrangle, 1987 edition). Face of a prominent SW-trending ridge about 1,000 ft (300 m) NNW of hill 6024T. [NOTE, this ridge is in sec. 29, not sec. 32]","31"
"1470266","occ","","","204004","Dictyonema sp.","genus","","","Dictyonema","genus","33553","Early Ordovician","","486.85","471.3","14973","-117.878799","37.901966","Emigrant","","","","","","","","","","","","","","""Collectively, the evidence shows that Esmeraldacaris is early Ordovician in age; more work on the overall succession is needed to place it more precisely.""","US","Nevada","Esmeralda","estimated from map","6","6000","feet","outcrop","USNM loc. 42038. NE1⁄4 sec. 32 (unsurveyed), T. 1 N., R. 37. E, Silver Peak Range, Esmeralda County, Nevada (Rhyolite Ridge NW 7.5' quadrangle, 1987 edition). Face of a prominent SW-trending ridge about 1,000 ft (300 m) NNW of hill 6024T. [NOTE, this ridge is in sec. 29, not sec. 32]","31"
"1470426","occ","","","205357","Tetragraptus bigsbyi","species","","","Tetragraptus bigsbyi","species","426744","Ibexian","","488.9","471.3","70458","-118.085556","36.960278","Al Rose","","","formation","Didymograptus protobifidus","graptolite","","","","","","","","","Graptolite zone 6","US","California","Inyo","stated in text","seconds","","","","","3"
"1470427","occ","","","205357","Phyllograptus anna","species","","","Phyllograptus anna","species","438006","Ibexian","","488.9","471.3","70458","-118.085556","36.960278","Al Rose","","","formation","Didymograptus protobifidus","graptolite","","","","","","","","","Graptolite zone 6","US","California","Inyo","stated in text","seconds","","","","","3"
"1470428","occ","","","205357","Didymograptus protobifidus","species","","recombined as","Didymograptellus protobifidus","species","378105","Ibexian","","488.9","471.3","70458","-118.085556","36.960278","Al Rose","","","formation","Didymograptus protobifidus","graptolite","","","","","","","","","Graptolite zone 6","US","California","Inyo","stated in text","seconds","","","","","3"
"1470440","occ","","","205358","Tetragraptus bigsbyi","species","","","Tetragraptus bigsbyi","species","426744","Ibexian","","488.9","471.3","70458","-118.085831","36.959721","Al Rose","","","formation","Didymograptus protobifidus","graptolite","","","","","","","","","Graptolite Zone 6.","US","California","Inyo","stated in text","seconds","","","","","3"
"1470441","occ","","","205358","Tetragraptus reclinatus","species","","","Tetragraptus reclinatus","species","378661","Ibexian","","488.9","471.3","70458","-118.085831","36.959721","Al Rose","","","formation","Didymograptus protobifidus","graptolite","","","","","","","","","Graptolite Zone 6.","US","California","Inyo","stated in text","seconds","","","","","3"
"1470443","occ","","","205358","Phyllograptus anna","species","","","Phyllograptus anna","species","438006","Ibexian","","488.9","471.3","70458","-118.085831","36.959721","Al Rose","","","formation","Didymograptus protobifidus","graptolite","","","","","","","","","Graptolite Zone 6.","US","California","Inyo","stated in text","seconds","","","","","3"
"1470444","occ","","","205358","Phyllograptus ilicifolius","species","","","Phyllograptus ilicifolius","species","378663","Ibexian","","488.9","471.3","70458","-118.085831","36.959721","Al Rose","","","formation","Didymograptus protobifidus","graptolite","","","","","","","","","Graptolite Zone 6.","US","California","Inyo","stated in text","seconds","","","","","3"
"1470445","occ","","","205358","Didymograptus protobifidus","species","","recombined as","Didymograptellus protobifidus","species","378105","Ibexian","","488.9","471.3","70458","-118.085831","36.959721","Al Rose","","","formation","Didymograptus protobifidus","graptolite","","","","","","","","","Graptolite Zone 6.","US","California","Inyo","stated in text","seconds","","","","","3"
"1470446","occ","","","205358","Didymograptus protoindentus","genus","","species not entered","Didymograptus","genus","33655","Ibexian","","488.9","471.3","70458","-118.085831","36.959721","Al Rose","","","formation","Didymograptus protobifidus","graptolite","","","","","","","","","Graptolite Zone 6.","US","California","Inyo","stated in text","seconds","","","","","3"
"1470447","occ","","","205358","Didymograptus ? nitidus","species","419634","recombined as","Didymograptellus nitidus","species","419633","Ibexian","","488.9","471.3","70458","-118.085831","36.959721","Al Rose","","","formation","Didymograptus protobifidus","graptolite","","","","","","","","","Graptolite Zone 6.","US","California","Inyo","stated in text","seconds","","","","","3"
"1470583","occ","","","205377","Adelograptus aff. tenellus","species","378376","","Adelograptus tenellus","species","378374","Tremadocian","","486.85","477.1","70468","87.000000","51.994720","Ishpa","Takoshkin","","","tenellus - kiaeri","graptolite","","","","","","","","","","RU","Siberia","Altai-Sayan","estimated from map","seconds","","","","A quarry on a pass along the left side of the roadway from Gorno - Altaisk to Verkh - Biysk Village, in Altai-Sayan Folded Area","559"
"1470584","occ","","","205377","Adelograptus sp.","genus","","","Adelograptus","genus","33537","Tremadocian","","486.85","477.1","70468","87.000000","51.994720","Ishpa","Takoshkin","","","tenellus - kiaeri","graptolite","","","","","","","","","","RU","Siberia","Altai-Sayan","estimated from map","seconds","","","","A quarry on a pass along the left side of the roadway from Gorno - Altaisk to Verkh - Biysk Village, in Altai-Sayan Folded Area","559"
"1470585","occ","","","205377","Kiaerograptus kiaeri","genus","","species not entered","Kiaerograptus","genus","33556","Tremadocian","","486.85","477.1","70468","87.000000","51.994720","Ishpa","Takoshkin","","","tenellus - kiaeri","graptolite","","","","","","","","","","RU","Siberia","Altai-Sayan","estimated from map","seconds","","","","A quarry on a pass along the left side of the roadway from Gorno - Altaisk to Verkh - Biysk Village, in Altai-Sayan Folded Area","559"
"1470586","occ","","","205377","Paradelograptus sp.","genus","","","Paradelograptus","genus","33561","Tremadocian","","486.85","477.1","70468","87.000000","51.994720","Ishpa","Takoshkin","","","tenellus - kiaeri","graptolite","","","","","","","","","","RU","Siberia","Altai-Sayan","estimated from map","seconds","","","","A quarry on a pass along the left side of the roadway from Gorno - Altaisk to Verkh - Biysk Village, in Altai-Sayan Folded Area","559"
"1470587","occ","","","205377","Schizograptus sp.","genus","","","Schizograptus","genus","33761","Tremadocian","","486.85","477.1","70468","87.000000","51.994720","Ishpa","Takoshkin","","","tenellus - kiaeri","graptolite","","","","","","","","","","RU","Siberia","Altai-Sayan","estimated from map","seconds","","","","A quarry on a pass along the left side of the roadway from Gorno - Altaisk to Verkh - Biysk Village, in Altai-Sayan Folded Area","559"
"1470588","occ","","","205377","Anisograptus sp.","genus","","","Anisograptus","genus","33539","Tremadocian","","486.85","477.1","70468","87.000000","51.994720","Ishpa","Takoshkin","","","tenellus - kiaeri","graptolite","","","","","","","","","","RU","Siberia","Altai-Sayan","estimated from map","seconds","","","","A quarry on a pass along the left side of the roadway from Gorno - Altaisk to Verkh - Biysk Village, in Altai-Sayan Folded Area","559"
"1470589","occ","","","205377","Dictyonema sp.","genus","","","Dictyonema","genus","33553","Tremadocian","","486.85","477.1","70468","87.000000","51.994720","Ishpa","Takoshkin","","","tenellus - kiaeri","graptolite","","","","","","","","","","RU","Siberia","Altai-Sayan","estimated from map","seconds","","","","A quarry on a pass along the left side of the roadway from Gorno - Altaisk to Verkh - Biysk Village, in Altai-Sayan Folded Area","559"
"1470611","occ","","","205379","Amplexograptus sp.","genus","","","Amplexograptus","genus","33615","Darriwilian","","469.4","458.2","70468","87.006111","52.215557","Karasa","","","","","","","","","","","","","","","RU","Siberia","Altai-Sayan","estimated from map","seconds","","","","","556"
"1470620","occ","","","205379","Climacograptus sp.","genus","","","Climacograptus","genus","33636","Darriwilian","","469.4","458.2","70468","87.006111","52.215557","Karasa","","","","","","","","","","","","","","","RU","Siberia","Altai-Sayan","estimated from map","seconds","","","","","556"
"1470621","occ","","","205379","Isograptus paraboloides","genus","","species not entered","Isograptus","genus","33679","Darriwilian","","469.4","458.2","70468","87.006111","52.215557","Karasa","","","","","","","","","","","","","","","RU","Siberia","Altai-Sayan","estimated from map","seconds","","","","","556"
"1470622","occ","","","205379","Hustedograptus teretiusculus","species","350611","","Hustedograptus teretiusculus","species","350608","Darriwilian","","469.4","458.2","70468","87.006111","52.215557","Karasa","","","","","","","","","","","","","","","RU","Siberia","Altai-Sayan","estimated from map","seconds","","","","","556"
"1470623","occ","","","205379","Isograptus gibberulus","species","84632","","Isograptus gibberulus","species","84631","Darriwilian","","469.4","458.2","70468","87.006111","52.215557","Karasa","","","","","","","","","","","","","","","RU","Siberia","Altai-Sayan","estimated from map","seconds","","","","","556"
"1470624","occ","","","205379","Isograptus sp.","genus","","","Isograptus","genus","33679","Darriwilian","","469.4","458.2","70468","87.006111","52.215557","Karasa","","","","","","","","","","","","","","","RU","Siberia","Altai-Sayan","estimated from map","seconds","","","","","556"
"1470625","occ","","","205379","Climacograptus micromacoris","genus","","species not entered","Climacograptus","genus","33636","Darriwilian","","469.4","458.2","70468","87.006111","52.215557","Karasa","","","","","","","","","","","","","","","RU","Siberia","Altai-Sayan","estimated from map","seconds","","","","","556"
"1470626","occ","","","205379","Acrograptus sp.","genus","","","Acrograptus","genus","33609","Darriwilian","","469.4","458.2","70468","87.006111","52.215557","Karasa","","","","","","","","","","","","","","","RU","Siberia","Altai-Sayan","estimated from map","seconds","","","","","556"
"1470627","occ","","","205379","Eoglyptograptus euglyphus","genus","","species not entered","Eoglyptograptus","genus","33663","Darriwilian","","469.4","458.2","70468","87.006111","52.215557","Karasa","","","","","","","","","","","","","","","RU","Siberia","Altai-Sayan","estimated from map","seconds","","","","","556"
"1470636","occ","","","205379","Expansograptus hirundo","species","378150","","Expansograptus hirundo","species","378149","Darriwilian","","469.4","458.2","70468","87.006111","52.215557","Karasa","","","","","","","","","","","","","","","RU","Siberia","Altai-Sayan","estimated from map","seconds","","","","","556"
"1470637","occ","","","205379","Expansograptus suecicus","genus","","species not entered","Expansograptus","genus","373310","Darriwilian","","469.4","458.2","70468","87.006111","52.215557","Karasa","","","","","","","","","","","","","","","RU","Siberia","Altai-Sayan","estimated from map","seconds","","","","","556"
"1470638","occ","","","205379","Corymbograptus sp.","genus","","","Corymbograptus","genus","378119","Darriwilian","","469.4","458.2","70468","87.006111","52.215557","Karasa","","","","","","","","","","","","","","","RU","Siberia","Altai-Sayan","estimated from map","seconds","","","","","556"
"1470639","occ","","","205380","Pseudoisograptus manubriatus","genus","","species not entered","Pseudoisograptus","genus","33747","Dapingian","","471.3","469.4","70468","87.006111","52.215557","Tuloi","","","","gibberulus","graptolite","","","","","","","","","","RU","Siberia","Altai-Sayan","estimated from map","seconds","","","","","1079"
"1470640","occ","","","205380","Isograptus forcipiformis","genus","","species not entered","Isograptus","genus","33679","Dapingian","","471.3","469.4","70468","87.006111","52.215557","Tuloi","","","","gibberulus","graptolite","","","","","","","","","","RU","Siberia","Altai-Sayan","estimated from map","seconds","","","","","1079"
"1470641","occ","","","205380","Expansograptus hirundo","species","378150","","Expansograptus hirundo","species","378149","Dapingian","","471.3","469.4","70468","87.006111","52.215557","Tuloi","","","","gibberulus","graptolite","","","","","","","","","","RU","Siberia","Altai-Sayan","estimated from map","seconds","","","","","1079"
"1470642","occ","","","205380","Didymograptus sp.","genus","","","Didymograptus","genus","33655","Dapingian","","471.3","469.4","70468","87.006111","52.215557","Tuloi","","","","gibberulus","graptolite","","","","","","","","","","RU","Siberia","Altai-Sayan","estimated from map","seconds","","","","","1079"
"1470643","occ","","","205380","Expansograptus extensus","genus","","species not entered","Expansograptus","genus","373310","Dapingian","","471.3","469.4","70468","87.006111","52.215557","Tuloi","","","","gibberulus","graptolite","","","","","","","","","","RU","Siberia","Altai-Sayan","estimated from map","seconds","","","","","1079"
"1470644","occ","","","205380","Pseudotrigonograptus sp.","genus","","","Pseudotrigonograptus","genus","33753","Dapingian","","471.3","469.4","70468","87.006111","52.215557","Tuloi","","","","gibberulus","graptolite","","","","","","","","","","RU","Siberia","Altai-Sayan","estimated from map","seconds","","","","","1079"
"1470645","occ","","","205380","Expansograptus taimyrensis","genus","","species not entered","Expansograptus","genus","373310","Dapingian","","471.3","469.4","70468","87.006111","52.215557","Tuloi","","","","gibberulus","graptolite","","","","","","","","","","RU","Siberia","Altai-Sayan","estimated from map","seconds","","","","","1079"
"1470646","occ","","","205380","Expansograptus suecicus","genus","","species not entered","Expansograptus","genus","373310","Dapingian","","471.3","469.4","70468","87.006111","52.215557","Tuloi","","","","gibberulus","graptolite","","","","","","","","","","RU","Siberia","Altai-Sayan","estimated from map","seconds","","","","","1079"
"1470648","occ","","","205380","Tetragraptus bigsby","genus","","species not entered","Tetragraptus","genus","33778","Dapingian","","471.3","469.4","70468","87.006111","52.215557","Tuloi","","","","gibberulus","graptolite","","","","","","","","","","RU","Siberia","Altai-Sayan","estimated from map","seconds","","","","","1079"
"1470649","occ","","","205380","Isograptus paraboloides","genus","","species not entered","Isograptus","genus","33679","Dapingian","","471.3","469.4","70468","87.006111","52.215557","Tuloi","","","","gibberulus","graptolite","","","","","","","","","","RU","Siberia","Altai-Sayan","estimated from map","seconds","","","","","1079"
"1470650","occ","","","205380","Phyllograptus sp.","genus","","","Phyllograptus","genus","33731","Dapingian","","471.3","469.4","70468","87.006111","52.215557","Tuloi","","","","gibberulus","graptolite","","","","","","","","","","RU","Siberia","Altai-Sayan","estimated from map","seconds","","","","","1079"
"1470651","occ","","","205380","Isograptus gibberulus","species","84632","","Isograptus gibberulus","species","84631","Dapingian","","471.3","469.4","70468","87.006111","52.215557","Tuloi","","","","gibberulus","graptolite","","","","","","","","","","RU","Siberia","Altai-Sayan","estimated from map","seconds","","","","","1079"
"1470652","occ","","","205380","Isograptus sp.","genus","","","Isograptus","genus","33679","Dapingian","","471.3","469.4","70468","87.006111","52.215557","Tuloi","","","","gibberulus","graptolite","","","","","","","","","","RU","Siberia","Altai-Sayan","estimated from map","seconds","","","","","1079"
"1470653","occ","","","205380","Corymbograptus sp.","genus","","","Corymbograptus","genus","378119","Dapingian","","471.3","469.4","70468","87.006111","52.215557","Tuloi","","","","gibberulus","graptolite","","","","","","","","","","RU","Siberia","Altai-Sayan","estimated from map","seconds","","","","","1079"
"1470654","occ","","","205380","Acrograptus sp.","genus","","","Acrograptus","genus","33609","Dapingian","","471.3","469.4","70468","87.006111","52.215557","Tuloi","","","","gibberulus","graptolite","","","","","","","","","","RU","Siberia","Altai-Sayan","estimated from map","seconds","","","","","1079"
"1470655","occ","","","205381","Eotetragraptus harti","genus","","species not entered","Eotetragraptus","genus","462100","Floian","","477.1","471.3","70468","87.006111","52.215557","Tuloi","","","","angustifolius elongatus","graptolite","","","","","","","","","","RU","Siberia","Altai-Sayan","estimated from map","seconds","","","","","1010"
"1470656","occ","","","205381","Phyllograptus anna","species","","","Phyllograptus anna","species","438006","Floian","","477.1","471.3","70468","87.006111","52.215557","Tuloi","","","","angustifolius elongatus","graptolite","","","","","","","","","","RU","Siberia","Altai-Sayan","estimated from map","seconds","","","","","1010"
"1470658","occ","","","205381","Didymograptus protobifidus","species","","recombined as","Didymograptellus protobifidus","species","378105","Floian","","477.1","471.3","70468","87.006111","52.215557","Tuloi","","","","angustifolius elongatus","graptolite","","","","","","","","","","RU","Siberia","Altai-Sayan","estimated from map","seconds","","","","","1010"
"1470659","occ","","","205381","Expansograptus extensus","genus","","species not entered","Expansograptus","genus","373310","Floian","","477.1","471.3","70468","87.006111","52.215557","Tuloi","","","","angustifolius elongatus","graptolite","","","","","","","","","","RU","Siberia","Altai-Sayan","estimated from map","seconds","","","","","1010"
"1470660","occ","","","205381","Pseudotrigonograptus sp.","genus","","","Pseudotrigonograptus","genus","33753","Floian","","477.1","471.3","70468","87.006111","52.215557","Tuloi","","","","angustifolius elongatus","graptolite","","","","","","","","","","RU","Siberia","Altai-Sayan","estimated from map","seconds","","","","","1010"
"1470661","occ","","","205381","Expansograptus taimyrensis","genus","","species not entered","Expansograptus","genus","373310","Floian","","477.1","471.3","70468","87.006111","52.215557","Tuloi","","","","angustifolius elongatus","graptolite","","","","","","","","","","RU","Siberia","Altai-Sayan","estimated from map","seconds","","","","","1010"
"1470662","occ","","","205381","Expansograptus suecicus","genus","","species not entered","Expansograptus","genus","373310","Floian","","477.1","471.3","70468","87.006111","52.215557","Tuloi","","","","angustifolius elongatus","graptolite","","","","","","","","","","RU","Siberia","Altai-Sayan","estimated from map","seconds","","","","","1010"
"1470663","occ","","","205381","Pseudophyllograptus angustifolius","species","378163","","Pseudophyllograptus angustifolius","species","378162","Floian","","477.1","471.3","70468","87.006111","52.215557","Tuloi","","","","angustifolius elongatus","graptolite","","","","","","","","","","RU","Siberia","Altai-Sayan","estimated from map","seconds","","","","","1010"
"1470664","occ","","","205381","Expansograptus constrictus","species","437688","recombined as","Graptolithus constrictus","species","437687","Floian","","477.1","471.3","70468","87.006111","52.215557","Tuloi","","","","angustifolius elongatus","graptolite","","","","","","","","","","RU","Siberia","Altai-Sayan","estimated from map","seconds","","","","","1010"
"1470665","occ","","","205381","Corymbograptus sp.","genus","","","Corymbograptus","genus","378119","Floian","","477.1","471.3","70468","87.006111","52.215557","Tuloi","","","","angustifolius elongatus","graptolite","","","","","","","","","","RU","Siberia","Altai-Sayan","estimated from map","seconds","","","","","1010"
"1470667","occ","","","205381","Expansograptus sp.","genus","","","Expansograptus","genus","373310","Floian","","477.1","471.3","70468","87.006111","52.215557","Tuloi","","","","angustifolius elongatus","graptolite","","","","","","","","","","RU","Siberia","Altai-Sayan","estimated from map","seconds","","","","","1010"
"1470668","occ","","","205381","Acrograptus cognatus","genus","","species not entered","Acrograptus","genus","33609","Floian","","477.1","471.3","70468","87.006111","52.215557","Tuloi","","","","angustifolius elongatus","graptolite","","","","","","","","","","RU","Siberia","Altai-Sayan","estimated from map","seconds","","","","","1010"
"1470669","occ","","","205381","Tetragraptus sp.","genus","","","Tetragraptus","genus","33778","Floian","","477.1","471.3","70468","87.006111","52.215557","Tuloi","","","","angustifolius elongatus","graptolite","","","","","","","","","","RU","Siberia","Altai-Sayan","estimated from map","seconds","","","","","1010"
